ID,SEX,AGE,FO,TIP,Q1,Q2,Q6,TV,INETR,EDU,DOHOD_0,PROF,PROF2,PROF3,weight1
0716a11372cce793,Женский,66.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.92172360632897
071699d1994ce85a,Женский,77.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,Затрудняюсь ответить/ отказ от ответа,"Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.770805500143632
07165e2cdb0cedb9,Женский,84.0,Дальневосточный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.1588826074622007
07168f9f4acced08,Женский,77.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.5926428814718449
07168daaed4ceeaa,Женский,77.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.6506068290240652
0716cc93468ce508,Женский,84.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.2564942260627003
071661a9b40ce0a4,Женский,66.0,Сибирский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",1.0444554184726158
0716b3d5218ce991,Мужской,42.0,Северо-Кавказский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Николай ХаритОнов, КПРФ",Несколько раз в месяц,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,Затрудняюсь ответить/ отказ от ответа,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.5047477039600534
071661d3074ce66d,Мужской,49.0,Сибирский федеральный округ,Поселок городского типа,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Самозанятый,,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.8421149206576803
07168a893a4ce2f4,Мужской,67.0,Северо-Западный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (2024 г., без уточнения месяца)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.9403283463585823
0716cda5dfcce0d7,Мужской,67.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Работающий пенсионер,"Я работаю в НЕКОММЕРЧЕСКОЙ организации, которая оказывает помощь населению (благотворительные фонды, центры поддержки...",,0.9013363481283634
07168ac4ab0ce355,Мужской,85.0,Северо-Кавказский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно не приму,Не стал бы участвовать в выборах,Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.1254375113076192
07166027aa0ce1c3,Мужской,60.0,Сибирский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",0.8536552280134322
0716ad158acce550,Мужской,67.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары, «Скорая помощь», санатории",0.8658028167721621
0716c5b8c58ce299,Мужской,78.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Среднее образование (закончил 10-11 классов школы),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8658028167721621
0716aef1320ce05c,Мужской,67.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам",(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.407229271738716
0716961ce68ceb4f,Женский,49.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Культура, искусство, спорт Включает в том числе: дома культуры, дома народного творчества, музеи, библиотеки, концерт...",0.8769654616300795
0716c51e4f8cee68,Женский,67.0,Центральный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7992542573368436
07168d7c030ce16f,Женский,67.0,Южный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8573228236018703
07167513468ce421,Женский,67.0,Уральский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Среднее образование (закончил 10-11 классов школы),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7518809584681334
07167e079c4ce9f5,Женский,67.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Несколько раз в неделю,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7518809584681334
07166ca24d0ceae5,Женский,60.0,Сибирский федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Среднее образование (закончил 10-11 классов школы),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8244799356243985
0716a85e994ceb47,Женский,85.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в месяц,Не пользуюсь,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8047899087292489
07167f61210ce97e,Мужской,43.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.9643645166379895
07166af02accee63,Мужской,50.0,Южный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно не приму,"Николай ХаритОнов, КПРФ",Несколько раз в неделю,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.8756602924833422
07166fdebfccecef,Мужской,68.0,Сибирский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Несколько раз в неделю,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Культура, искусство, спорт Включает в том числе: дома культуры, дома народного творчества, музеи, библиотеки, концерт...",1.2093850544212716
071695a3d24ce605,Мужской,68.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.8658028167721621
0716b32c34cce2b8,Женский,50.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",1.382313489882909
07167572f50ce64a,Женский,50.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Временно не работаю, безработный",,,1.5680049374053544
0716931eba4ce8ad,Женский,86.0,Южный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Несколько раз в месяц,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8573228236018703
0716aa44818ce1b5,Женский,68.0,Северо-Кавказский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8938019870103089
071694922f4ce321,Женский,68.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.1273454267395318
07166962360cedd7,Женский,86.0,Сибирский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.9439551425652035
07165e782b4ce94e,Женский,68.0,Дальневосточный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.8659129312353427
0716afda650ce2ae,Женский,68.0,Центральный федеральный округ,Поселок городского типа,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,"Два и более высших образования, ученая степень",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.9958486739702869
0716ce5cfe4ce5fc,Женский,68.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.9958486739702869
0716d7f1d1cce3e2,Женский,68.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее не приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7730625435604446
0716c8a7ceccea84,Женский,79.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.2564942260627003
0716ca31438ce7ef,Женский,68.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.2564942260627003
071645a4b74ce059,Мужской,44.0,Дальневосточный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.828291414151445
0716bb7fa40ce3a3,Мужской,69.0,Северо-Западный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,Неполное среднее образование (закончил до 9-ти классов),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8400165620074748
0716af6aa04cec41,Мужской,69.0,Северо-Кавказский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.594422737886739
0716672edf4cec27,Мужской,87.0,Сибирский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.6750473150580456
0716c86e40ccea58,Мужской,62.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Николай ХаритОнов, КПРФ",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.407229271738716
0716aeeb658cedbc,Женский,51.0,Центральный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее не приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.3890299266426491
0716b4fdea0ce950,Женский,69.0,Северо-Западный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Несколько раз в неделю,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7333375098894521
0716bfca6f4ce225,Женский,69.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Несколько раз в неделю,Среднее образование (закончил 10-11 классов школы),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.5641607466482917
0716c51e7ecceed0,Женский,69.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.2564942260627003
0716677da40ce910,Мужской,52.0,Дальневосточный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Точно не приму,Не стал бы участвовать в выборах,Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",0.5647340720090062
0716a82f768ce82d,Мужской,52.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Предприниматель, собственник бизнеса",,"Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",1.5797653540319805
0716c1add58cef53,Мужской,70.0,Центральный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Два и более высших образования, ученая степень",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.2769355503975652
0716b2c76bccee98,Мужской,70.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.1153154349339944
07167719c18ced19,Мужской,63.0,Уральский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8420801876144244
0716c9458d8ceef1,Женский,52.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Леонид СлУцкий, ЛДПР",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Самозанятый,,"Средства массовой информации (в т.ч. журналистика, блогерство, реклама, СММ)  Включает в том числе: Издательство печа...",0.9418063603081662
